,x [m],y [m],,,,,,
0,4486.919803,-245.4565846,,,,,,
1,4474.418544,-245.0997681,,,,,,
2,4417.105542,-241.5544337,,,,,,
3,4379.732389,-239.2874536,,,,,,
4,4257.830967,-225.5703967,,,,,,
5,4190.18176,-219.4249646,,,,,,
6,4160.069438,-214.2903674,,,,,,
7,4150.900245,-213.1157666,,,,,,
8,4056.92311,-201.0770181,,,,,,
9,4039.484905,-200.1202522,,,,,,
10,4007.89198,-196.6948608,,,,,,
11,3996.607171,-196.4938751,,,,,,
12,3972.527401,-193.4091854,,,,,,
13,3923.340991,-185.2418737,,,,,,
14,3867.935482,-176.8368969,,,,,,
15,3812.369047,-164.6774102,,,,,,
16,3717.403946,-151.2361007,,,,,,
17,3671.226158,-144.075958,,,,,,
18,3634.360284,-133.0360689,,,,,,
19,3539.86406,-120.9308234,,,,,,
20,3479.945143,-113.2550331,,,,,,
21,3411.539686,-98.20619805,,,,,,
22,3396.214454,-95.58986703,,,,,,
23,3315.336111,-75.14658795,,,,,,
24,3282.219753,-63.9641469,,,,,,
25,3260.869942,-53.69864754,,,,,,
26,3267.320713,14.93238055,,,,,,
27,3162.077588,24.30626717,,,,,,
28,2996.602997,36.23148944,,,,,,
29,2903.649708,42.8804837,,,,,,
30,2873.094076,45.64198183,,,,,,
31,2867.192083,46.39804466,,,,,,
32,2864.278258,43.84738206,,,,,,
33,2855.945242,-64.81100725,,,,,,
34,2849.815495,-149.1670865,,,,,,
35,2846.265719,-163.8047685,,,,,,
36,2832.386787,-174.007116,,,,,,
37,2806.081286,-183.2729473,,,,,,
38,2775.6611,-190.7020674,,,,,,
39,2745.665927,-194.4528583,,,,,,
40,2704.621134,-201.176299,,,,,,
41,2683.918043,-201.044803,,,,,,
42,2402.262568,-164.9325368,,,,,,
43,2372.489518,-157.3218904,,,,,,
44,2336.65169,-152.7309588,,,,,,
45,2310.825981,-158.2605019,,,,,,
46,2298.92716,-163.0221217,,,,,,
47,2271.437857,-176.5222027,,,,,,
48,2255.412728,-189.0027352,,,,,,
49,2249.55356,-192.7332805,,,,,,
50,2232.386549,-192.3389075,,,,,,
51,2211.672066,-188.0049003,,,,,,
52,2189.925025,-185.6548292,,,,,,
53,2156.463546,-172.530422,,,,,,
54,2130.419064,-155.3148918,,,,,,
55,2105.668692,-137.6422651,,,,,,
56,2091.322483,-132.0403308,,,,,,
57,2006.190311,-120.4804043,,,,,,
58,1983.275863,-113.1254892,,,,,,
59,1964.844561,-105.101367,,,,,,
60,1944.463999,-97.44929468,,,,,,
61,1928.035103,-93.44582906,,,,,,
62,1909.574272,-90.45918644,,,,,,
63,1883.937669,-89.69569297,,,,,,
64,1854.657259,-92.88380332,,,,,,
65,1816.736547,-89.89355567,,,,,,
66,1778.756152,-87.54878599,,,,,,
67,1713.356733,-78.51780363,,,,,,
68,1694.445688,-74.2277353,,,,,,
69,1652.066358,-66.90106273,,,,,,
70,1623.510291,-59.44631559,,,,,,
71,1571.160175,-51.49547949,,,,,,
72,1490.431774,-39.87793334,,,,,,
73,1457.54624,-31.89993649,,,,,,
74,1426.294444,-25.9976136,,,,,,
75,1401.271091,-20.27141704,,,,,,
76,1394.482816,-18.03283617,,,,,,
77,1385.611106,-15.09157209,,,,,,
78,1366.174175,-10.08101271,,,,,,
79,1356.284985,-8.814178172,,,,,,
80,1345.415771,-5.554292123,,,,,,
81,1301.065453,10.86276265,,,,,,
82,1268.257392,14.44381642,,,,,,
83,1248.795798,14.44652061,,,,,,
84,1171.735266,25.56395433,,,,,,
85,1119.863813,37.2501029,,,,,,
86,1091.647159,47.18088112,,,,,,
87,1037.081649,57.31439131,,,,,,
88,1022.498102,61.08034187,,,,,,
89,1007.811247,64.20752337,,,,,,
90,983.4443586,69.87987242,,,,,,
91,952.6970121,75.06332998,,,,,,
92,930.0166297,79.24475345,,,,,,
93,848.5746343,90.30058964,,,,,,
94,840.7123491,92.55240323,,,,,,
95,788.2873854,99.9213195,,,,,,
96,753.4766713,107.5241819,,,,,,
97,685.5203282,116.2609581,,,,,,
98,637.3877636,127.4681441,,,,,,
99,575.7012899,135.9921193,,,,,,
100,548.9904568,143.2104865,,,,,,
101,537.7302588,148.4182139,,,,,,
102,533.8834309,152.7076345,,,,,,
103,529.9030957,160.7794206,,,,,,
104,528.9730771,173.3459953,,,,,,
105,523.2193472,175.264961,,,,,,
106,294.9895373,233.1015148,,,,,,
107,-37.74866501,319.7902544,,,,,,
108,-299.0714466,387.5896287,,,,,,
109,-346.4013909,399.8770128,,,,,,
110,-604.8294883,466.8709007,,,,,,
111,-612.960152,470.2471273,,,,,,
112,-617.6639292,473.7433796,,,,,,
113,-634.713734,498.1157855,,,,,,
114,-643.5143865,513.2466813,,,,,,
115,-645.5677485,524.0269163,,,,,,
116,-608.4319767,740.3705139,,,,,,
117,-606.0720771,768.6353565,,,,,,
118,-606.4214656,967.0627456,,,,,,
119,-670.2414867,1041.739249,,,,,,
120,-685.9973098,1060.312002,,,,,,
121,-815.7001825,1213.259858,,,,,,
122,-971.4811842,1396.278293,,,,,,
123,-980.6883549,1388.932424,,,,,,
124,-882.0143797,1273.661979,,,,500,-1017.803214,1431.68238
125,-773.0317964,1145.929782,,,,501,-995.3994084,1405.473583
126,-670.4789864,1024.872483,,,,502,-987.182367,1412.605725
127,-660.5905268,1013.398867,,,,503,-1008.180038,1439.786041
128,-615.9454906,961.5297505,,,,504,-1017.803214,1431.68238
129,-615.1215681,833.680859,,,,505,-1258.829072,2008.850967
130,-614.0687332,781.6400314,,,,506,-1216.656507,1876.078245
131,-615.0407028,757.2427238,,,,507,-1215.428902,1871.719933
132,-649.5540018,555.1279464,,,,508,-1179.997875,1745.663168
133,-665.5175754,557.7633152,,,,509,-1129.403785,1581.035279
134,-673.1010598,510.3453861,,,,510,-1125.901762,1564.559927
135,-635.6338311,460.8902225,,,,511,-1122.791613,1555.416598
136,-623.6108148,447.681197,,,,512,-1114.963893,1546.261563
137,-605.715338,446.5392616,,,,513,-1033.339823,1450.010837
138,-594.9780368,443.140555,,,,514,-1024.427805,1457.021462
139,-574.8157652,419.8325192,,,,515,-1112.499575,1560.509523
140,-478.6136563,309.4842013,,,,516,-1213.090169,1903.940957
141,-386.3743847,203.2541985,,,,517,-1244.357368,2012.972675
142,-369.7553138,184.1037046,,,,518,-1258.829072,2008.850967
143,-235.2135229,25.09028497,,,,519,-1348.045061,2213.839622
144,-147.3812581,26.9392725,,,,520,-1193.946583,2053.503949
145,-146.8869714,34.189144,,,,521,-1163.762159,2021.878925
146,-16.25007895,35.25430895,,,,522,-1146.222727,2039.765753
147,-16.54459724,19.54649521,,,,523,-1190.125739,2083.355045
148,12.22572062,19.65644282,,,,524,-1329.61642,2232.234296
149,13.3548424,35.25846166,,,,525,-1348.045061,2213.839622
150,74.41438856,36.14897483,,,,518,-1258.829072,2008.850967
151,91.56015782,-17.67333505,,,,,,
152,114.05394,-86.74438766,,,,,,
153,112.6041381,-118.0822367,,,,,,
154,108.6098165,-129.239394,,,,,,
155,42.41986201,-129.7852449,,,,,,
156,-72.97759061,-129.8462069,,,,,,
157,-80.34792705,-129.8352387,,,,,,
158,-83.66444978,-132.3051871,,,,,,
159,21.45495486,-256.616327,,,,,,
160,12.45705741,-263.056931,,,,,,
161,8.260323939,-259.0027565,,,,,,
162,-4.180337554,-269.079033,,,,,,
163,13.43382835,-288.8555264,,,,,,
164,24.18458511,-278.5627682,,,,,,
165,22.93790057,-274.8865037,,,,,,
166,30.94312434,-266.0165589,,,,,,
167,62.37597488,-302.1269131,,,,,,
168,149.4250666,-373.4002524,,,,,,
169,154.0539751,-377.4773016,,,,,,
170,155.2988505,-381.1544546,,,,,,
171,153.0718454,-411.7698656,,,,,,
172,193.5033853,-444.6448398,,,,,,
173,197.566966,-446.3472924,,,,,,
174,222.9713438,-439.0833547,,,,,,
175,312.7272503,-512.4466014,,,,,,
176,469.0935867,-642.1709763,,,,,,
177,461.7716621,-652.3125903,,,,,,
178,454.1932323,-647.8554581,,,,,,
179,447.5946123,-655.7550649,,,,,,
180,469.3081435,-673.7231549,,,,,,
181,476.1296834,-664.0775804,,,,,,
182,476.0374145,-663.9100415,,,,,,
183,473.6936788,-659.6888203,,,,,,
184,480.4186173,-650.6234993,,,,,,
185,550.1098023,-709.746434,,,,,,
186,542.3841577,-719.8352099,,,,,,
187,534.7813153,-715.3760707,,,,,,
188,530.1895799,-721.1981009,,,,,,
189,552.3342058,-739.1900474,,,,,,
190,557.5228053,-732.292829,,,,,,
191,554.0109194,-729.5082815,,,,,,
192,561.8855848,-718.2566996,,,,,,
193,632.9163912,-776.9283678,,,,,,
194,625.6699063,-786.4870174,,,,,,
195,619.9134515,-784.5990705,,,,,,
196,614.1484802,-792.6043499,,,,,,
197,634.9177906,-808.1168178,,,,,,
198,640.6640224,-800.0777699,,,,,,
199,637.7991439,-795.6340698,,,,,,
200,646.1727719,-783.885146,,,,,,
201,795.0598163,-881.720457,,,,,,
202,787.6253918,-895.9534874,,,,,,
203,779.6454058,-891.4157874,,,,,,
204,773.7530744,-900.5877678,,,,,,
205,789.8749114,-911.9883201,,,,,,
206,805.8451858,-887.7703035,,,,,,
207,888.3918271,-940.3552908,,,,,,
208,880.7982214,-952.7945256,,,,,,
209,871.1765213,-947.4852566,,,,,,
210,864.8568108,-956.6024886,,,,,,
211,898.5320508,-978.4050851,,,,,,
212,904.1641146,-968.0492356,,,,,,
213,895.8787264,-962.319644,,,,,,
214,903.6426133,-948.7192066,,,,,,
215,980.2531728,-997.0585716,,,,,,
216,978.1246212,-1000.271091,,,,,,
217,972.7828363,-1008.361949,,,,,,
218,963.1610553,-1003.05379,,,,,,
219,957.3448323,-1011.644012,,,,,,
220,977.9820153,-1024.774642,,,,,,
221,991.7691327,-1004.383905,,,,,,
222,1151.354614,-1105.331753,,,,,,
223,1142.903007,-1117.692444,,,,,,
224,1155.741084,-1128.081949,,,,,,
225,1165.745711,-1113.616908,,,,,,
226,1376.540865,-1243.873283,,,,,,
227,1368.347754,-1257.417615,,,,,,
228,1401.467061,-1280.332011,,,,,,
229,1411.493664,-1265.870906,,,,,,
230,1656.759525,-1417.03473,,,,,,
231,1968.362025,-1609.092744,,,,,,
232,1976.293231,-1614.185455,,,,,,
233,1980.858986,-1615.36185,,,,,,
234,1986.573969,-1614.3508,,,,,,
235,2170.713322,-1530.579754,,,,,,
236,2455.678362,-1704.660664,,,,,,
237,2594.986873,-1789.754694,,,,,,
238,2600.188088,-1792.754529,,,,,,
239,2604.422228,-1793.296935,,,,,,
240,2607.667403,-1791.379107,,,,,,
241,2628.352466,-1760.763316,,,,,,
242,2702.322104,-1806.430827,,,,,,
243,2594.579171,-1986.871834,,,,,,
244,2589.873527,-1996.78734,,,,,,
245,2589.491484,-2003.149765,,,,,,
246,2597.383937,-2011.752952,,,,,,
247,2608.694225,-2017.278534,,,,,,
248,2626.500184,-2022.484583,,,,,,
249,2634.003686,-2027.522504,,,,,,
250,2634.951527,-2046.906028,,,,,,
251,2636.124858,-2051.134157,,,,,,
252,2900.360175,-2216.273634,,,,,,
253,2906.689317,-2217.084416,,,,,,
254,2919.474533,-2204.687366,,,,,,
255,2991.591328,-2249.245944,,,,,,
256,3054.768428,-2290.137569,,,,,,
257,3090.671585,-2313.627039,,,,,,
258,3118.005651,-2330.384893,,,,,,
259,3150.30767,-2350.891295,,,,,,
260,3169.086279,-2362.789027,,,,,,
261,3246.758073,-2413.099359,,,,,,
262,3274.647914,-2430.519917,,,,,,
263,3315.295648,-2455.923429,,,,,,
264,3338.688478,-2484.126431,,,,,,
265,3375.367025,-2521.001758,,,,,,
266,3381.60977,-2526.220978,,,,,,
267,3394.676639,-2541.772918,,,,,,
268,3404.768574,-2551.250494,,,,,,
269,3415.068556,-2563.928476,,,,,,
270,3425.92508,-2572.258246,,,,,,
271,3474.376082,-2600.528887,,,,,,
272,3497.648547,-2614.868682,,,,,,
273,3507.588446,-2620.529031,,,,,,
274,3585.655498,-2667.74873,,,,,,
275,3686.287906,-2641.554573,,,,,,
276,3760.43319,-2621.428105,,,,,,
277,3772.643507,-2619.2259,,,,,,
278,3820.043724,-2607.000466,,,,,,
279,3825.294181,-2605.152434,,,,,,
280,3866.205314,-2594.615241,,,,,,
281,3925.342476,-2578.88345,,,,,,
282,3933.911827,-2580.602965,,,,,,
283,3940.134626,-2583.486086,,,,,,
284,3947.649855,-2585.039197,,,,,,
285,3952.681305,-2582.759808,,,,,,
286,4203.525647,-2739.524915,,,,,,
287,4261.5723,-2775.775598,,,,,,
288,4374.943225,-3184.5445,,,,,,
289,4290.855143,-3320.934855,,,,,,
290,4222.21585,-3435.620396,,,,,,
291,4216.271604,-3445.534073,,,,,,
292,3440.172372,-2972.157116,,,,,,
293,3442.138317,-2963.975488,,,,,,
294,3395.614954,-2935.330028,,,,,,
295,3388.523713,-2931.900988,,,,,,
296,3358.318532,-2912.907828,,,,,,
297,3344.29636,-2904.794285,,,,,,
298,3297.753781,-2876.116115,,,,,,
299,3288.023777,-2873.623921,,,,,,
300,3281.233075,-2873.034082,,,,,,
301,3251.06089,-2854.668026,,,,,,
302,3232.673124,-2843.474605,,,,,,
303,2913.80795,-2646.253802,,,,,,
304,2587.206479,-2442.192971,,,,,,
305,2469.452809,-2368.480738,,,,,,
306,2355.194082,-2296.958255,,,,,,
307,2105.65126,-2141.29307,,,,,,
308,2091.592641,-2163.983692,,,,,,
309,2034.368232,-2176.785637,,,,,,
310,1875.180884,-2435.530198,,,,,,
311,1769.200948,-2372.630145,,,,,,
312,1690.941896,-2326.165566,,,,,,
313,1887.133296,-2001.272224,,,,,,
314,1693.078544,-1884.48862,,,,,,
315,1645.197054,-1852.99283,,,,,,
316,1493.812973,-1758.323954,,,,,,
317,1485.911761,-1768.171785,,,,,,
318,1441.154243,-1740.342922,,,,,,
319,1431.372554,-1733.426841,,,,,,
320,1363.809183,-1692.595077,,,,,,
321,1330.200553,-1670.645294,,,,,,
322,1280.643737,-1640.956996,,,,,,
323,1227.338664,-1606.401516,,,,,,
324,1156.983481,-1562.691482,,,,,,
325,1131.939858,-1547.50304,,,,,,
326,1126.242721,-1543.007957,,,,,,
327,1124.796758,-1539.648971,,,,,,
328,1127.058243,-1530.757975,,,,,,
329,1002.232039,-1451.751591,,,,,,
330,658.180371,-1234.842921,,,,,,
331,582.8547757,-1187.384023,,,,,,
332,514.6006,-1144.223204,,,,,,
333,403.4849965,-1076.619925,,,,,,
334,387.7917561,-1098.509638,,,,,,
335,313.9077866,-1052.292961,,,,,,
336,326.1514791,-1030.521491,,,,,,
337,161.8637457,-929.2524603,,,,,,
338,148.4879527,-948.2316827,,,,,,
339,-80.33225584,-804.5575439,,,,,,
340,-85.94770754,-791.0176979,,,,,,
341,-92.35791919,-776.1930247,,,,,,
342,-132.3022485,-747.7361142,,,,,,
343,-154.3730746,-769.3689805,,,,,,
344,-283.6799945,-653.036682,,,,,,
345,-301.7608407,-676.9540807,,,,,,
346,-346.4806576,-646.267731,,,,,,
347,-480.4924406,-554.3217025,,,,,,
348,-499.7272507,-580.456187,,,,,,
349,-658.0888839,-500.0475005,,,,,,
350,-682.9983298,-486.6496512,,,,,,
351,-691.9505882,-481.1147018,,,,,,
352,-778.5380969,-450.200343,,,,,,
353,-793.2289342,-471.0656988,,,,,,
354,-804.8204464,-464.3221952,,,,,,
355,-807.7704247,-463.9442943,,,,,,
356,-1019.489933,-806.5149641,,,,,,
357,-1301.589587,-1262.957778,,,,,,
358,-1457.910556,-1139.64946,,,,,,
359,-1464.080133,-1134.19091,,,,,,
360,-1467.350066,-1129.695321,,,,,,
361,-1480.40649,-1107.577636,,,,,,
362,-1577.689232,-943.1314551,,,,,,
363,-1599.34249,-908.5853334,,,,,,
364,-1595.169813,-898.8816223,,,,,,
365,-1587.952728,-885.9583649,,,,,,
366,-1575.101358,-866.0392638,,,,,,
367,-1566.00871,-852.0489043,,,,,,
368,-1448.470195,-659.3880066,,,,,,
369,-1221.734301,-287.7764272,,,,,,
370,-1183.882716,269.1953427,,,,,,
371,-1227.696172,277.2972391,,,,,,
372,-1251.566614,320.4667564,,,,,,
373,-1412.473976,346.93069,,,,,,
374,-1447.809033,354.3811472,,,,,,
375,-1440.310252,396.1480295,,,,,,
376,-1447.110677,397.5793243,,,,,,
377,-1443.111677,416.4848624,,,,,,
378,-1435.622232,415.9612315,,,,,,
379,-1418.565309,495.7437525,,,,,,
380,-1393.829647,492.419322,,,,,,
381,-1285.864122,468.3817437,,,,,,
382,-1275.750867,513.763813,,,,,,
383,-1387.873007,538.956742,,,,,,
384,-1407.248222,543.7409407,,,,,,
385,-1385.066661,655.3237471,,,,,,
386,-1380.458579,678.4464153,,,,,,
387,-1408.644725,684.5150394,,,,,,
388,-1419.796961,630.1167357,,,,,,
389,-1486.451842,644.19521,,,,,,
390,-1504.66185,556.6557034,,,,,,
391,-1556.535201,567.0974635,,,,,,
392,-1560.110282,550.0667431,,,,,,
393,-1625.967195,564.4776641,,,,,,
394,-1651.376401,442.3239785,,,,,,
395,-1746.222862,463.4990701,,,,,,
396,-1841.303784,483.5514281,,,,,,
397,-1921.996922,502.0732268,,,,,,
398,-1897.439566,623.4958266,,,,,,
399,-1879.14906,619.5350737,,,,,,
400,-1876.846727,632.8705909,,,,,,
401,-1815.872596,618.7726104,,,,,,
402,-1818.058178,605.4546252,,,,,,
403,-1756.878724,592.9491476,,,,,,
404,-1756.987763,603.0142724,,,,,,
405,-1782.037357,618.2045993,,,,,,
406,-1784.406023,624.2024182,,,,,,
407,-1778.772047,668.2291735,,,,,,
408,-1773.604798,669.4347412,,,,,,
409,-1746.175924,667.8187766,,,,,,
410,-1738.284603,674.5568552,,,,,,
411,-1732.161044,702.3709298,,,,,,
412,-1720.381039,760.0810237,,,,,,
413,-1711.456058,803.8732784,,,,,,
414,-1694.70221,878.4349071,,,,,,
415,-1680.83126,941.3855641,,,,,,
416,-1664.869664,939.6209066,,,,,,
417,-1659.779394,966.6957704,,,,,,
418,-1672.408299,971.2386227,,,,,,
419,-1655.668273,1057.503352,,,,,,
420,-1651.436398,1081.451688,,,,,,
421,-1691.76114,1089.10667,,,,,,
422,-1752.34875,1100.69612,,,,,,
423,-1811.795967,1112.076747,,,,,,
424,-1919.545348,1132.290006,,,,,,
425,-1927.177963,1096.080056,,,,,,
426,-1945.189576,1010.602217,,,,,,
427,-1957.177322,955.5637174,,,,,,
428,-1972.359071,884.6903118,,,,,,
429,-1994.861996,889.1906881,,,,,,
430,-2050.735613,900.3935963,,,,,,
431,-2127.952069,916.042374,,,,,,
432,-2172.624359,925.6860081,,,,,,
433,-2185.396818,927.3221978,,,,,,
434,-2208.475296,821.0199026,,,,,,
435,-2230.806176,721.0948187,,,,,,
436,-2245.155714,722.9330369,,,,,,
437,-2241.413705,788.3328894,,,,,,
438,-2255.24533,788.4859561,,,,,,
439,-2255.832723,800.5426028,,,,,,
440,-2339.324703,800.5955075,,,,,,
441,-2368.925319,800.6210508,,,,,,
442,-2403.603994,804.4417358,,,,,,
443,-2595.169437,867.4455456,,,,,,
444,-2608.196714,873.5327646,,,,,,
445,-2631.32098,889.098207,,,,,,
446,-2658.816467,914.7146321,,,,,,
447,-2671.608801,922.6392618,,,,,,
448,-2688.509194,927.979127,,,,,,
449,-2711.351113,930.9052442,,,,,,
450,-2751.470432,921.5426165,,,,,,
451,-2771.255954,919.0045702,,,,,,
452,-2803.323049,918.7243212,,,,,,
453,-2824.316786,921.4136808,,,,,,
454,-2973.585295,956.9363244,,,,,,
455,-3098.51492,991.2063519,,,,,,
456,-3169.716601,1013.615145,,,,,,
457,-3199.382682,1017.415457,,,,,,
458,-3205.793539,1016.338952,,,,,,
459,-3219.696936,1024.001491,,,,,,
460,-3233.484562,1030.590534,,,,,,
461,-3236.779182,1034.186339,,,,,,
462,-3243.656374,1039.486834,,,,,,
463,-3262.091298,1047.51142,,,,,,
464,-3433.039679,1104.731737,,,,,,
465,-3450.312999,1111.985762,,,,,,
466,-3487.045233,1129.294426,,,,,,
467,-3505.637695,1136.094561,,,,,,
468,-3535.517596,1143.065772,,,,,,
469,-3565.192562,1151.285609,,,,,,
470,-3585.023391,1158.244383,,,,,,
471,-3615.877973,1172.279471,,,,,,
472,-3636.862591,1185.081555,,,,,,
473,-3647.572587,1189.595924,,,,,,
474,-3662.237723,1192.720323,,,,,,
475,-3696.289202,1191.41828,,,,,,
476,-3714.874643,1193.79913,,,,,,
477,-3723.478864,1194.901356,,,,,,
478,-3732.973118,1199.261105,,,,,,
479,-3771.127413,1224.966955,,,,,,
480,-3786.080819,1230.679161,,,,,,
481,-3808.314786,1233.527398,,,,,,
482,-3825.909172,1233.26066,,,,,,
483,-3846.927513,1235.953171,,,,,,
484,-3861.906781,1241.637323,,,,,,
485,-3888.8648,1257.948184,,,,,,
486,-3896.292932,1262.442076,,,,,,
487,-3909.481166,1267.275035,,,,,,
488,-3953.235305,1273.533193,,,,,,
489,-4007.640986,1289.96237,,,,,,
490,-4037.129703,1294.985714,,,,,,
491,-4047.859411,1299.533976,,,,,,
492,-4181.252505,1365.788896,,,,,,
493,-4207.408597,1377.355706,,,,,,
494,-4247.074911,1391.243603,,,,,,
495,-4278.012164,1399.626263,,,,,,
496,-4330.652855,1410.166321,,,,,,
497,-4385.133511,1426.013595,,,,,,
498,-4433.344793,1441.650371,,,,,,
499,-4466.817357,1454.74371,,,,,,
,-4466.817357,-4000,,,,,,
,4486.919803,-4000,,,,,,
,4486.919803,-245.4565846,,,,,,